Season,TeamA,TeamB,Target,Elo_diff,AdjNetRtg_diff,Last5NetRtg_diff,Last10NetRtg_diff,TrendNetRtg_diff,NetRtg_diff,NetRtgStd_diff,NetRtgConf_diff,GamesPlayed_diff,eFG_diff,TS_diff,OREB_rate_diff,DREB_rate_diff,TO_rate_diff,AST_TO_diff,SeedNum_diff,SeedPower_diff,ConferenceElo_diff,OppElo_diff,OppNetRtg_diff,ConfTourneyWins_diff,WinPct_diff,MarginAvg_diff,MarginStd_diff,CloseWinPct_diff,HomeWinPct_diff,AwayWinPct_diff,NeutralWinPct_diff,KenPomNetRtg_diff,KenPomORtg_diff,KenPomDRtg_diff,KenPomAdjT_diff,KenPomLuck_diff,KenPomOdds_diff,H2HGames,H2HWinPct,H2HMargin,SeedMatchupUpsetRate
1985,1116,1234,1,-38.286498206178294,,,,,,,,,,,,,,,1.0,-0.013888888888888895,-16.880537930687524,-5.966073238190802,,,-0.030303030303030276,-6.83030303030303,-4.413265460300442,0.04848484848484849,0.07575757575757569,0.0,0.033333333333333326,,,,,,,1,0.0,-19.0,0.51875
1985,1234,1116,0,38.286498206178294,,,,,,,,,,,,,,,-1.0,0.013888888888888895,16.880537930687524,5.966073238190802,,,0.030303030303030276,6.83030303030303,4.413265460300442,-0.04848484848484849,-0.07575757575757569,0.0,-0.033333333333333326,,,,,,,1,1.0,19.0,0.51875
1985,1120,1345,1,-12.039728043259402,,,,,,,,,,,,,,,5.0,-0.07575757575757575,-12.80489622182472,-12.065701455262797,,,-0.05931034482758624,-0.11034482758620667,-1.382197395836176,0.1213793103448276,-0.04761904761904767,-0.14545454545454545,-0.16666666666666663,,,,,,,0,,,0.3875
1985,1345,1120,0,12.039728043259402,,,,,,,,,,,,,,,-5.0,0.07575757575757575,12.80489622182472,12.065701455262797,,,0.05931034482758624,0.11034482758620667,1.382197395836176,-0.1213793103448276,0.04761904761904767,0.14545454545454545,0.16666666666666663,,,,,,,0,,,0.3875
1985,1207,1250,1,6.931471805599585,,,,,,,,,,,,,,,-15.0,0.9375,22.793048631879174,11.041839250223347,,,0.5466155810983397,20.114942528735632,-1.2249302351798974,-0.16475095785440613,0.5897435897435899,0.49350649350649345,0.5,,,,,,,0,,,0.0125
1985,1250,1207,0,-6.931471805599585,,,,,,,,,,,,,,,15.0,-0.9375,-22.793048631879174,-11.041839250223347,,,-0.5466155810983397,-20.114942528735632,1.2249302351798974,0.16475095785440613,-0.5897435897435899,-0.49350649350649345,-0.5,,,,,,,0,,,0.0125
1985,1229,1425,1,62.98949235567056,,,,,,,,,,,,,,,1.0,-0.013888888888888895,12.499164982167258,2.026792079238703,,,0.062169312169312096,2.177248677248677,0.22197077667727427,-0.10185185185185186,0.1428571428571428,-0.12727272727272732,0.33333333333333337,,,,,,,0,,,0.51875
1985,1425,1229,0,-62.98949235567056,,,,,,,,,,,,,,,-1.0,0.013888888888888895,-12.499164982167258,-2.026792079238703,,,-0.062169312169312096,-2.177248677248677,-0.22197077667727427,0.10185185185185186,-0.1428571428571428,0.12727272727272732,-0.33333333333333337,,,,,,,0,,,0.51875
1985,1242,1325,1,4.92748197507467,,,,,,,,,,,,,,,-11.0,0.26190476190476186,11.389904790314404,7.281650716363629,,,0.02592592592592602,1.0777777777777784,1.2827306312907147,0.04444444444444445,0.0,0.016666666666666607,-0.09999999999999998,,,,,,,0,,,0.14375
1985,1325,1242,0,-4.92748197507467,,,,,,,,,,,,,,,11.0,-0.26190476190476186,-11.389904790314404,-7.281650716363629,,,-0.02592592592592602,-1.0777777777777784,-1.2827306312907147,-0.04444444444444445,0.0,-0.016666666666666607,0.09999999999999998,,,,,,,0,,,0.14375
